from,to,passes,gravity,gravity_rd,gravity_dur,log10_gravity,distance,from_ctry,to_ctry,sp_distance,duration,speed_kmh,speed_kmh_imp,duration_imp,border_dist,border_time,total_time,total_time_imp,rugg,pop_wpop,pop_wpop_km2,cost_km,cost_km_adj,upgrade_cat,ug_cost_km,add,ug_cost
103,160,21,525.547613871287,427.690967607328,591.306307517023,2.7206120686132,49349,EGY,EGY,40087.8707624072,35.95,82.3627260083449,100,29.6094,0,0,35.95,29.6094,29152.11328125,3098460.75,11218.4401021895,910309.765795004,63215.4770057988,Asphalt Mix Resurfacing,206077.345441219,FALSE,10169710.9201787
160,161,37.3333333333333,539.101738638057,437.83684685254,605.79622203355,2.73167073245875,76131.5,EGY,EGY,67446.9548449019,54.05,84.5123034227567,100,45.6789,0,0,54.05,45.6789,17797.828125,1256832.375,2758.71186796777,682222.929672868,47375.1328823756,Asphalt Mix Resurfacing,161459.426689245,FALSE,12292148.3429923
161,162,10,2.73061824313071,2.12121528424331,2.98864906765322,0.436260987400523,157472,EGY,EGY,138132.577175458,100.3,94.2005982053838,100,94.4832,0,0,100.3,94.4832,97174.7578125,264746.53125,280.122950626821,688765.610115131,47816.4594501267,Asphalt Mix Resurfacing,163007.861060581,FALSE,25669173.8969318
147,164,135.142857142857,27.8233398571308,19.4166793862341,23.2270429630831,1.44440926061154,352953,ETH,ERI,290831.641872072,340.2,62.2492063492064,100,211.7718,1024375,4298.3725875,4638.5725875,4510.1443875,235027.25,375311.3125,178.856140910692,737244.747889733,51173.2942106311,Mixed Works,396883.422613973,FALSE,140081194.66187
136,165,888,350.016197095307,245.405748511016,294.413367527502,2.54408814191129,93860.5,ETH,ETH,79561.2359285512,78.2,72.0157289002558,100,56.3163,0,0,78.2,56.3163,77193.546875,1863180.625,3501.40176571299,830213.286567911,57652.3010721628,Mixed Works,446931.485935725,FALSE,41949212.7356701
152,165,885.638888888889,311.202044740533,216.049589419676,259.351441372476,2.49304244184147,108541.5,ETH,ETH,91399.0504800979,77.25,84.3040776699029,100,65.1249,0,0,77.25,65.1249,57381.578125,493144.59375,785.481113831562,705659.279553119,48998.8173667582,Asphalt Mix Resurfacing,167006.029494238,FALSE,18127084.9503488
166,167,330,190.808856313696,138.023812196702,165.467133185105,2.28059852843362,132361.5,KEN,KEN,97715.3034351569,103.35,76.8426705370102,100,79.4169,0,0,103.35,79.4169,46356.4375,380042.71875,561.064700561671,668457.646932205,46413.6440936025,Mixed Works,359853.03326517,FALSE,47630687.2625278
133,167,680,349.410516870447,260.931352694977,284.281695351034,2.54333597262763,41596.5,KEN,KEN,38549.069573373,30.8,81.0321428571429,100,24.9579,0,0,30.8,24.9579,26396.08984375,1956655.5,7229.63493246799,866554.725238179,60176.704012293,Asphalt Mix Resurfacing,205084.618306369,FALSE,8530802.32538088
10,14,65,38.6164892169697,31.9967329206191,36.7155476237198,1.58677278774985,330069.5,CIV,CIV,294735.057027992,312.35,63.4037778133504,100,198.0417,0,0,312.35,198.0417,17967.166015625,1060221.75,493.544954737564,590138.42550879,40974.7848201946,Mixed Works,317691.185732232,FALSE,104860170.829045
14,168,570,1113.65450336532,830.395297599348,1022.58124391598,3.04675047759296,120336.5,CIV,CIV,93841.0860265928,100.45,71.8784469885515,100,72.2019,0,0,100.45,72.2019,7957.287109375,1018738.4375,1627.06909852744,592233.332832747,41125.1669569049,Mixed Works,318818.944174961,FALSE,38365555.8757102
31,34,1699.2,3991.46194498956,3044.72495025836,4121.85105449517,3.60113199301836,64366,NGA,NGA,52304.2172965243,45.15,85.5362126245847,100,38.6196,0,0,45.15,38.6196,3467.89013671875,966318,2693.68728538067,559512.642911388,38853.8188124913,Asphalt Mix Resurfacing,132417.992155695,FALSE,8523216.48309346
33,34,586,1991.73764007758,1612.96605759669,2233.67942445542,3.29923213078915,74672,NGA,NGA,68169.1197740027,52.15,85.9121764141898,100,44.8032,0,0,52.15,44.8032,19681.64453125,1633519.5,3562.21911392918,705671.916255025,49003.8250282602,Asphalt Mix Resurfacing,167009.020180356,FALSE,12470897.5549075
40,169,470,450.02563842783,354.027362565986,476.562035224131,2.65323725668768,63438,NGA,NGA,58633.7184518469,44.8,84.9616071428572,100,38.0628,0,0,44.8,38.0628,9724.2822265625,43160.296875,108.749476572993,482376.307237489,33472.3017057737,Asphalt Mix Resurfacing,114162.392712872,FALSE,7242233.86891917
44,171,493,416.754860563675,323.041019766719,432.608754764656,2.61988067365583,81571.5,NGA,NGA,67730.0914019091,59.3,82.5344013490725,100,48.9429,0,0,59.3,48.9429,44666.60546875,2458502.5,5386.03792143176,806439.069140995,56001.8294144608,Asphalt Mix Resurfacing,190857.246363369,FALSE,15568511.8717296
42,172,536,437.537486077071,299.933369946147,389.545149822909,2.64101526718463,56883,NGA,NGA,47221.0028451455,40.45,84.3752781211372,100,34.1298,0,0,40.45,34.1298,20891.69140625,545251.6875,1672.35048025115,666515.990149408,46283.4808575253,Asphalt Mix Resurfacing,157742.117668693,FALSE,8972844.87934826
172,173,534.333333333333,423.160957938224,289.764871530969,376.983181749643,2.62650559160236,67731,NGA,NGA,60597.0592986913,47.95,84.7520333680918,100,40.6386,0,0,47.95,40.6386,11012.98046875,199552.671875,482.616810753876,555418.134404649,38563.9182088067,Asphalt Mix Resurfacing,131448.958475767,FALSE,8903169.40652217
173,174,571.125,359.825389688869,251.946596737813,332.737510043858,2.55609180440347,149451.5,NGA,NGA,123929.969569448,105.6,84.915625,100,89.6709,0,0,105.6,89.6709,57625.20703125,633512.5,744.61790108181,702823.445346454,48801.6162976149,Asphalt Mix Resurfacing,166334.882065327,FALSE,24858997.6269862
174,175,503,219.685046735983,157.766092258877,209.649140502112,2.34180049687927,126075.5,NGA,NGA,113425.784338477,89.3,84.7091825307951,100,75.6453,0,0,89.3,75.6453,126266.921875,477780.78125,610.671517743854,759307.441578844,52722.350456566,Asphalt Mix Resurfacing,179702.76117366,FALSE,22656115.4663498
55,176,115,85.3466489996326,50.5938594980611,55.9823862586837,1.93118647390373,290397,CMR,CMR,237928.39304119,219.7,79.3073281747838,100,174.2382,0,0,219.7,174.2382,16694.52734375,37736.25390625,22.6768820733546,451788.666227895,31259.3425979553,Mixed Works,243212.898652683,FALSE,70628296.1300432
176,177,326,185.382892990124,108.464142129238,123.031418207081,2.26806965525198,253881.5,CMR,CMR,181593.556774339,179.85,84.6977481234362,100,152.3289,0,0,179.85,152.3289,11751.66796875,57550,46.3635208657098,459445.00334059,31848.0830586733,Asphalt Mix Resurfacing,108735.317457273,FALSE,27605885.4990287
17,178,92,89.0866874937563,69.926063679175,92.2706685737741,1.94981281088359,208175,BFA,GHA,191351.885216308,157.3,79.4055944055944,100,124.905,774799.09375,3649.74999,3807.04999,3774.65499,8781.2353515625,1120001.375,852.007010480872,567239.5425717,39387.7075167643,Mixed Works,305363.953751099,FALSE,63569141.072135
98,156,24.9166666666667,1.14552520904719,0.862917213074451,1.08596761117654,0.0590046509497922,1522343,DZA,NER,1268300.03967558,1528.9,59.7426777421676,100,913.4058,921649.315625,4472.21421,6001.11421,5385.62001,30546.669921875,70351.8125,6.55581733198049,440817.107903062,30245.1196793186,Upgrade,373225.151357926,FALSE,568176696.593679
23,178,101,27.5119042144171,20.7989072764962,26.8478463756096,1.43952065077476,80815,GHA,GHA,74179.0270375195,66.75,72.6426966292135,100,48.489,0,0,66.75,48.489,20296.876953125,186486.296875,373.599038917264,584862.161953754,40606.2006209625,Mixed Works,314850.797185104,FALSE,25444667.1745142
41,179,141.5,192.862616537098,150.007114802977,193.165344019916,2.28524805447102,45532,NGA,NGA,39079.3836229584,35.75,76.4173426573427,100,27.3192,0,0,35.75,27.3192,38669.4296875,231000.125,849.705800806074,756304.399240607,52515.8882554608,Mixed Works,407143.86825786,FALSE,18538074.6095169
41,180,5,0.568514760243963,0.427868350996457,0.502228224363167,-0.245258255322263,43963.5,NGA,NGA,35041.4642277105,32.35,81.5397217928903,100,26.3781,0,0,32.35,26.3781,34858.8984375,494147.53125,2016.79518366473,803847.077236897,55820.3616213978,Asphalt Mix Resurfacing,190243.808279399,FALSE,8363783.66529136
42,179,32,84.1040841374979,64.796722993042,82.8227438309635,1.92481708587296,73477,NGA,NGA,49491.2283744444,67.8,65.0238938053098,100,44.0862,0,0,67.8,44.0862,38935.984375,407397.125,1200.92563685285,698297.662061225,48489.4624825317,Mixed Works,375916.908076292,FALSE,27621246.6547217
181,182,495,393.267349340631,257.941882623861,323.637017720361,2.59468789100721,31120,NGA,NGA,29576.5607684977,22.25,83.9191011235955,100,18.672,0,0,22.25,18.672,11826.8974609375,72750.1875,343.9228200392,607620.069058188,42185.4259089032,Asphalt Mix Resurfacing,143803.416343771,FALSE,4475162.31661815
46,182,1236,1766.68134828017,1115.51277720393,1404.84320820349,3.24715822400409,52307,NGA,NGA,45459.3505325881,36.9,85.0520325203252,100,31.3842,0,0,36.9,31.3842,8646.759765625,82425.1328125,264.828886367043,512769.806712318,35597.608567013,Asphalt Mix Resurfacing,121355.520921915,FALSE,6347743.23286261
133,183,209,98.9294570371082,72.317109555945,84.8865999853686,1.99532562550888,269249,KEN,TZA,231779.745511214,204.1,79.1520823125919,100,161.5494,1392343.75,6551.25,6755.35,6712.7994,108333.453125,1237614.625,725.338122931271,756444.665866693,52524.7282520487,Mixed Works,407219.378458237,FALSE,109643410.430502
142,184,346,98.5314779149538,67.7175003707199,79.4732990814005,1.99357499700363,257948.5,TZA,TZA,177435.041798173,193.75,79.8808258064516,100,154.7691,0,0,193.75,154.7691,109272.25,332750.09375,275.931064986194,697640.414996306,48432.3562329444,Mixed Works,375563.090073011,FALSE,96875935.7396981
127,187,539,125.199814534295,84.6565278459122,87.907396503273,2.09760368552943,197709,UGA,UGA,174307.168979201,179.25,66.1787447698745,100,118.6254,0,0,179.25,118.6254,29711.568359375,1279632.5,1058.09847060291,668774.20115265,46438.9239016479,Mixed Works,360023.444953842,FALSE,71179875.2783791
33,35,67,200.153608463565,139.513895635799,179.886656106025,2.30136342417726,78587.5,NGA,NGA,68388.1893979444,71.45,65.9937018894332,100,47.1525,0,0,71.45,47.1525,11741.73828125,1574740.375,3419.88000672216,660964.990966647,45899.2059377269,Mixed Works,355819.486803711,FALSE,27962963.9191866
37,45,98,275.057368952509,206.908990880116,276.521820223567,2.43942328445227,95827,NGA,NGA,82512.8691990219,70.15,81.9617961511048,100,57.4962,0,0,70.15,57.4962,5198.703125,1129130.375,2049.40754248459,573882.090096453,39851.2704447946,Asphalt Mix Resurfacing,135818.761322827,FALSE,13015104.4412825
45,189,50,77.3866038250324,59.0628832424555,78.2719723792076,1.88866578770619,84439.5,NGA,NGA,68863.5969087809,62.85,80.6105011933174,100,50.6637,0,0,62.85,50.6637,47682.41015625,654305.1875,1407.52117192541,725198.211209031,50357.9467684267,Asphalt Mix Resurfacing,171630.243319471,FALSE,14492371.9307745
190,191,602,288.991752090653,204.801318286476,264.881371240091,2.46088544804156,107893.5,NGA,NGA,96027.006374636,79.85,81.0721352536005,100,64.7361,0,0,79.85,64.7361,39186.453125,228121.234375,352.204017228872,629748.797216497,43722.0172860573,Asphalt Mix Resurfacing,149040.548674571,FALSE,16080506.4384198
42,180,85,122.930823497888,89.1711773428732,114.828892906408,2.08966079091455,56293,NGA,NGA,45481.2417944306,42.8,78.9154205607477,100,33.7758,0,0,42.8,33.7758,23030.076171875,886689.8125,2828.69387896741,705151.04146541,48967.3511319819,Mixed Works,379606.310655545,FALSE,21369178.0457326
36,189,1012,1610.25094434089,1053.87607220267,1349.68011000538,3.20689356252251,107080,NGA,NGA,86458.2128814392,85.65,75.0122591943958,100,64.248,0,0,85.65,64.248,25958.970703125,758444.5625,1311.44345343557,670131.758583003,46533.9126783133,Mixed Works,360754.263370516,FALSE,38629566.5217149
177,192,446,112.876721129697,67.0991449553761,77.7378741856079,2.05260438543834,248296,CMR,CMR,190461.598801451,176.4,84.4544217687075,100,148.9776,0,0,176.4,148.9776,29480.857421875,86911.1015625,66.9897010052765,529067.802484488,36694.5746211019,Asphalt Mix Resurfacing,125212.713254662,FALSE,31089815.8502796
49,54,556,673.150911589928,397.989935110045,497.309369776523,2.82811243825607,72953.5,CMR,CMR,53277.3550935864,74.45,58.7939556749496,100,43.7721,0,0,74.45,43.7721,136337.296875,265303.375,722.732020601591,777368.120589051,53977.5530164249,Upgrade,658171.675432063,FALSE,48015927.323633
129,162,129.636363636364,123.032935938569,98.53564487369,139.855005630083,2.0900213877128,115705,EGY,EGY,62902.3772947378,87.6,79.25,100,69.423,0,0,87.6,69.423,215148.765625,3112.49194335938,7.3386346448111,561863.197622024,38596.8908436838,Mixed Works,302469.688053189,FALSE,34997255.2561942
52,194,104,325.38031339035,192.555315216047,242.820612628065,2.51239127311043,84177.5,CMR,CMR,76192.4249061529,60.1,84.0374376039934,100,50.5065,0,0,60.1,50.5065,15786.3515625,25397.591796875,49.8580664170891,478898.252462576,33200.7339936,Asphalt Mix Resurfacing,113339.25308281,FALSE,9540614.97637824
56,194,93.6,296.081385571709,178.153855497305,225.525749388801,2.47141110445918,95706.5,CMR,CMR,77218.5397225852,68.65,83.647341587764,100,57.4239,0,0,68.65,57.4239,53262.48046875,1226332.25,2374.08066795023,768266.825949375,53349.9531750186,Asphalt Mix Resurfacing,181823.148808019,FALSE,17401657.1913947
194,195,13,36.6236597733013,18.0018246484269,21.6185790490804,1.56376174083767,86428,CMR,CMR,70608.547933055,79.8,64.9834586466166,100,51.8568,0,0,79.8,51.8568,21870.546875,27255.41796875,57.1914844735942,503738.404456977,34930.3296673897,Mixed Works,271179.174399339,FALSE,23437473.6849861
58,195,27,37.764270882015,18.601153964993,22.2254451704291,1.57708110415369,76372,CMR,CMR,58988.3536717121,70.9,64.6307475317348,100,45.8232,0,0,70.9,45.8232,27171.283203125,33230.97265625,83.2644751296642,533558.269254567,37015.0770276598,Mixed Works,287232.201615375,FALSE,21936497.7017694
66,196,190,168.799086192708,100.132579244401,92.1543358895914,2.22737009120825,174835.5,COD,AGO,108571.792698673,252.95,41.4711603083613,100,104.9013,2838028.75,8184,8436.95,8288.9013,27330.095703125,117960.9453125,160.380267242373,564251.962058487,39163.4667455374,Upgrade,477733.327876186,FALSE,83524745.2458969
53,195,14,1.14061110871373,0.599329316566073,0.606866121348732,0.0571375969786848,119020,CMR,CMR,97030.1541764743,147.1,48.5465669612509,100,71.412,0,0,147.1,71.412,29225.453125,55250.76171875,85.1002525531689,539231.904002151,37409.4939595234,Upgrade,456549.678721821,FALSE,54338542.7614711
64,196,239,153.606447398724,95.1915226492598,116.673798379648,2.18640944493327,81531.5,COD,COD,64689.8587098627,64.7,75.6088098918084,100,48.9189,0,0,64.7,48.9189,71940.953125,90114.8203125,205.947919315887,647282.977596522,44931.7033767307,Mixed Works,348454.00293946,FALSE,28409977.5406586
58,61,627.5,1438.36241286929,773.744653113492,955.122591691769,3.1578683256011,110478,CMR,CMR,90832.7570063515,102.25,64.8281662591687,100,66.2868,0,0,102.25,66.2868,25856.1640625,43723.515625,72.7572085884519,524420.819129227,36375.8805219524,Mixed Works,282313.207631233,FALSE,31189398.5526834
103,197,8.33333333333333,720.495281560602,614.545346021941,746.940933377207,2.85763114101551,86617,EGY,EGY,74924.0555211722,66.35,78.3273549359458,100,51.9702,0,0,66.35,51.9702,24820.365234375,4952188,9883.93163374881,791331.757638545,54953.1217155557,Mixed Works,426000.262862082,FALSE,36898864.768325
115,197,18.3333333333333,746.551437241267,634.247653610745,773.191920564082,2.87305973589287,46428.5,EGY,EGY,38638.3109277182,44.1,63.1680272108844,100,27.8571,0,0,44.1,27.8571,22452.310546875,1370279.375,5051.49819899327,824385.97588999,57248.0628952306,Mixed Works,443794.450354111,FALSE,20604710.6382658
128,160,19,25.9231863979602,20.0899607493807,28.3447705415369,1.4136883826152,99541,EGY,EGY,72000.4092459524,67.9,87.959646539028,100,59.7246,0,0,67.9,59.7246,78986.1484375,539734.4375,1104.05163108272,754748.891643634,52409.0842152864,Asphalt Mix Resurfacing,178623.90435566,FALSE,17780402.0634668
128,198,44.3333333333333,306.422992210875,271.215754393347,362.800296791492,2.48632134913184,81125,EGY,EGY,68790.4019581754,61.25,79.4693877551021,100,48.675,0,0,61.25,48.675,36384.8671875,520715.25,1123.15211650978,688714.90237811,47823.8059505355,Mixed Works,370758.189113548,FALSE,30077758.0918366
131,198,17,169.156759097337,145.529387950133,197.877650055507,2.22828935583389,83813.5,EGY,EGY,75627.4354354835,67.6,74.3906804733728,100,50.2881,0,0,67.6,50.2881,12265.73828125,954550.4375,1887.62072916419,631719.670560843,43867.4466840127,Mixed Works,340075.755985254,FALSE,28502939.3742701
69,199,639,320.611736790213,224.583169734792,233.80783722201,2.50597941673904,198229.5,AGO,AGO,170979.930321288,179.8,66.15,100,118.9377,0,0,179.8,118.9377,90475.703125,147499.171875,127.034618256715,638727.359052572,44326.5136145414,Mixed Works,343848.228289968,FALSE,68160862.3698062
200,201,1417.5,517.411009964372,330.217685511646,384.774658854505,2.71383566581056,135500,COD,RWA,77976.7346247406,98.5,82.5380710659899,100,81.3,2257262.375,7248.249975,7346.749975,7329.549975,257560.0625,608037.75,1165.42568230114,873769.994603537,60674.0483387485,Asphalt Mix Resurfacing,206077.345441219,FALSE,27923480.3072852
125,138,755,308.177026651377,205.500501528165,241.829260967898,2.48880026069516,102201,UGA,RWA,76467.4074049963,74.65,82.1441393168118,100,61.3206,546909.40625,3300.249975,3374.899975,3361.570575,436143.78125,795674.4375,1546.24111213256,953403.726060714,66204.9537437773,Asphalt Mix Resurfacing,206077.345441219,FALSE,21061310.781438
132,166,874,153.54077647256,101.364691748214,113.309046762734,2.18622373255125,153957.5,KEN,KEN,107189.70875416,142.15,64.9838199085473,100,92.3745,0,0,142.15,92.3745,103080.78125,579533.3125,802.535531679435,758430.185338354,52663.1882624721,Mixed Works,408288.249773813,FALSE,62859038.2145518
150,202,149,52.1984519340165,34.7616678617295,39.944265182043,1.71765762318457,204807,ETH,DJI,174600.426875199,189.05,65.0008992330071,100,122.8842,959933.03125,3488.581725,3677.631725,3611.465925,108660.6640625,27017.3984375,22.1621470360542,564603.719447542,39061.7817570898,Mixed Works,303945.002302593,FALSE,62250064.0865872
67,204,80,320.55358572936,244.288738102992,268.55357844656,2.50590063928796,114742.5,AGO,AGO,108779.462678012,92.9,74.1071044133477,100,68.8455,0,0,92.9,68.8455,10256.0361328125,5456588.5,7357.76785217974,694072.490962631,48198.9217596635,Mixed Works,373642.357634882,FALSE,42872658.2209205
123,201,669.6,152.246592935835,91.2030465400155,104.176258929323,2.18254758251527,79452.5,COD,RWA,46425.7382602074,61.55,77.4516653127539,100,47.6715,2257262.375,7248.249975,7309.799975,7295.921475,310236.5625,443496.5625,1370.5233798756,905887.53517382,62904.9565391902,Mixed Works,468753.398433196,FALSE,37243629.3890135
102,103,22.5,1216.09094603441,992.774597273796,1496.4930514267,3.08496605510443,219299.5,EGY,EGY,181586.167220144,145.55,90.40171762281,100,131.5797,0,0,145.55,131.5797,16733.64453125,5591285.5,4603.4581850021,707310.154482544,49117.8538873686,Asphalt Mix Resurfacing,167396.736560868,FALSE,36710020.6294301
74,78,31,2.88344172099732,2.18563304929127,3.11354579127436,0.459911178044452,108297.5,NAM,NAM,104472.25449482,76.75,84.6625407166124,100,64.9785,0,0,76.75,64.9785,125707.234375,29902.53515625,42.6946978030937,606413.035790182,42029.2247006875,Asphalt Mix Resurfacing,143517.751803676,FALSE,15542613.7259586
72,92,24,3.19247867736887,2.14469738009645,2.9720189732249,0.504128005283311,89720,NAM,NAM,77974.6256678441,57.05,94.3593339176161,100,53.832,0,0,57.05,53.832,301606.53125,21930.611328125,41.6776818314707,672215.948305764,46587.6766098879,Asphalt Mix Resurfacing,159091.107765697,FALSE,14273654.1887383
79,93,53,10.8687525386389,9.01305586308408,12.6905052047218,1.03617970078594,210466,NAM,NAM,198447.342580836,133.8,94.3793721973094,100,126.2796,0,0,133.8,126.2796,77567.9375,77939.234375,57.7621508488878,586872.859242198,40695.6430639972,Asphalt Mix Resurfacing,138893.243353987,FALSE,29232305.3557402
206,207,346,266.786558586549,206.731332889203,296.874524495471,2.4261639448894,84859,ZWE,ZWE,79018.6278818969,61.4,82.9241042345277,100,50.9154,0,0,61.4,50.9154,94106.234375,115166,218.01648217221,671712.744699656,46628.5769269618,Asphalt Mix Resurfacing,158972.016245585,FALSE,13490206.3265841
114,146,176.384615384615,320.058108390877,230.897211355404,299.419707981543,2.50522883414018,198443.5,SDN,SDN,172558.613770605,147.05,80.9698061883713,100,119.0661,0,0,147.05,119.0661,9193.525390625,1130627,980.665971767347,577222.990189707,40081.45740189,Asphalt Mix Resurfacing,136609.441011564,FALSE,27109255.6073783
128,197,11.8,17.0632380518606,13.4984337416296,18.5169477720677,1.23206144972802,89850,EGY,EGY,68721.1069193562,74.4,72.4596774193548,100,53.91,0,0,74.4,53.91,31416.248046875,1053505.375,2310.40095878836,719443.628357141,49959.5254257352,Mixed Works,387300.486598926,FALSE,34798948.7209135
82,208,13,7.51287766552118,6.54903565482153,9.30890297417592,0.875806317147803,169035,ZAF,ZAF,153111.376933879,119.9,84.5879899916597,100,101.421,0,0,119.9,101.421,91909.1484375,6936.529296875,6.70664104468935,503959.270098195,34586.1595285549,Asphalt Mix Resurfacing,119270.360589906,FALSE,20160865.4023148
83,208,37,94.0581813728561,82.4373797065811,125.605221252029,1.97339657735107,164589,ZAF,ZAF,156442.431045671,104.7,94.3203438395415,100,98.7534,0,0,104.7,98.7534,152756.984375,6007.74658203125,5.68545772776441,529206.451139915,36247.791580839,Asphalt Mix Resurfacing,125245.52676978,FALSE,20614036.0055113
83,209,37,94.0581813728561,82.4373797065811,125.605221252029,1.97339657735107,73111.5,ZAF,ZAF,72539.2551683903,45.8,95.7792576419214,100,43.8669,0,0,45.8,43.8669,71340.75,8586.78515625,17.6839895965306,527089.410321348,36432.6870031538,Asphalt Mix Resurfacing,124744.493776052,FALSE,9120257.05670782
209,210,64.0769230769231,126.707799342378,108.935320648514,164.614333930657,2.10280334816763,226152.5,ZAF,ZAF,211080.339711102,147.8,91.8075101488498,100,135.6915,0,0,147.8,135.6915,96532.3046875,155349.265625,107.971105789075,634952.210490541,44059.3639836689,Asphalt Mix Resurfacing,150272.023149428,FALSE,33984393.715301
97,116,6.6,0.489875368798032,0.386173374711674,0.520396728008326,-0.30991439655923,77493.5,ZAF,ZAF,66072.5679934648,56.25,82.6597333333333,100,46.4961,0,0,56.25,46.4961,153262.46875,1393886.375,3131.92395113773,892928.919030148,62007.2700871308,Asphalt Mix Resurfacing,206077.345441219,FALSE,15969654.7689491
97,117,27,80.7922017216446,66.4753192884556,94.9060448380954,1.90736944353818,136737,ZAF,ZAF,124926.062087083,93.8,87.4650319829424,100,82.0422,0,0,93.8,82.0422,102795.28125,1117946,1304.87489427605,790127.665073873,54866.4039772578,Asphalt Mix Resurfacing,186996.880734149,FALSE,25569392.4809453
84,209,25,31.3881971203171,25.481697238093,37.4925446770804,1.49676637134885,94111,ZAF,ZAF,84549.0796057107,68.1,82.9171806167401,100,56.4666,0,0,68.1,56.4666,198564.15625,23357.3046875,41.5734061633739,639195.515599942,44298.9864933422,Asphalt Mix Resurfacing,151276.272025319,FALSE,14236761.2365748
119,212,19.6388888888889,27.9097671435844,19.8887636677306,26.0111344906196,1.44575621310353,367769.5,ZAF,ZAF,269541.223358536,335.4,65.7906082289803,100,220.6617,0,0,335.4,220.6617,453279.3125,83228.9140625,41.7425993687007,705985.757806494,48928.232267905,Mixed Works,380055.666285828,FALSE,139772882.362106
115,130,1,26.1606231223938,20.2908454344079,25.4911478091904,1.41764808427739,58343,EGY,EGY,51042.1119788333,43.7,80.1048054919909,100,35.0058,0,0,43.7,35.0058,7625.20458984375,1273923.5,3619.714159432,630632.78308013,43792.9150315267,Asphalt Mix Resurfacing,149249.758662297,FALSE,8707678.66963439
2,3,81.5,131.308130001268,94.7486357833232,107.802329897072,,144973.5,,,,116.85,,,86.9841,0,0,116.85,,,,,,,,,,29757930.9302013
3,4,169.571428571429,130.885589409005,99.8777136162697,119.494734892184,,1069871,,,,937.15,,,641.9226,874810.634375,2629.075725,3566.225725,,,,,,,,,,324346406.995616
2,5,43.5,23.9060219282114,17.6954311794498,17.1532190881391,,532728,,,,635.5,,,319.6368,1159498.125,2481.384135,3116.884135,,,,,,,,,,194593877.512712
5,6,176.666666666667,23.7912024353347,17.3340732457202,21.6053378491984,,1267667.5,,,,976.25,,,760.6005,746351.46875,1953.821175,2930.071175,,,,,,,,,,297471067.642205
7,8,672.221428571429,300.037578287485,114.197421812217,125.218006707342,,925735.5,,,,731.3,,,555.4413,0,0,731.3,,,,,,,,,,303467576.193447
3,9,211.411764705882,113.129659513217,82.6187339855485,97.7740935400264,,1906448,,,,1686,,,1143.8688,3975267.21875,14166.14148,15852.14148,,,,,,,,,,561445800.935316
4,11,781.5,575.200858511176,426.715984007338,563.996479547805,,371395.5,,,,265.6,,,222.8373,0,0,265.6,,,,,,,,,,58260824.1881574
